Material;Storage Location;User Name;Time of Entry;Material Document;Posting Date;Quantity;Unit of Entry;Amt.in loc.cur.;Material Description;Entry Date;Supplier
W000086346;SK20;HARDEKK;13:04:15;5005491712;29.06.2023;2 600;PC;5 447,91;BMW G31 RWS Shaft O-Ring Assy;29.06.2023;13636
W000105469;SK20;HARDEKK;13:04:15;5005491712;29.06.2023;5 180;PC;14 385,58;Pivot shaft_fi14x136,7_M10x1.5_r-s;29.06.2023;13636
W000105470;SK20;HARDEKK;13:04:15;5005491712;29.06.2023;5 110;PC;15 761,38;Pivot shaft_fi14x152,8_M10x1.5_r-s;29.06.2023;13636
W212956;SK20;HARDEKK;13:04:15;5005491712;29.06.2023;6 700;PC;14 639,10;Shaft FI12x119,5 M8 R-S VW C5;29.06.2023;13636
W000027011;SK20;HARDEKK;13:04:27;5005491713;29.06.2023;28 800;PC;5 758,27;Tertiary bow_PIN_L104_50/50;29.06.2023;59062
W000052706;SK20;SMAJEKI;13:04:32;5005062580;29.03.2023;2 160;PC;14 489,09;Motor crank R54.3 DB;29.03.2023;59062
924267;SK20;KUDZIAJ;13:04:35;5005401110;06.06.2023;10 000;PC;6 942,10;Bush;06.06.2023;4745
W000027011;SK20;HARDEKK;13:04:36;5005491714;29.06.2023;14 400;PC;2 879,14;Tertiary bow_PIN_L104_50/50;29.06.2023;59062
W000087868;SK20;JOB-BATCH;13:04:40;5004727048;16.01.2023;728;PC;5 515,62;Pivot housing LHD BR463;16.01.2023;176507
W000035006;SK20;STAROWICZJ;13:04:45;5005497774;30.06.2023;7 680;PC;15 364,18;Pivot housing plast. X52 LHD DS;30.06.2023;105411
W000005446;SK20;HARDEKK;13:04:46;5005491715;29.06.2023;4 800;PC;14 534,35;Pivot shaft_fi12x148,75_M10_p-f;29.06.2023;8036
W000091879;SK20;JOB-BATCH;13:04:46;5004727049;16.01.2023;312;PC;2 363,84;Pivot housing RHD BR463;16.01.2023;176507
920806;SK20;HARDEKK;13:04:55;5005491716;29.06.2023;6 000;PC;1 867,62;Spacer;29.06.2023;29604
54115107;SK20;HARDEKK;13:04:55;5005491716;29.06.2023;4 400;PC;6 003,28;Crank;29.06.2023;29604
54115127;SK20;HARDEKK;13:04:55;5005491716;29.06.2023;1 000;PC;2 303,23;Crank;29.06.2023;29604
54300187;SK20;HARDEKK;13:04:55;5005491716;29.06.2023;39 000;PC;8 053,11;Bearing - Flanged;29.06.2023;29604
W000090167;SK20;JOB-BATCH;13:05:02;5004776081;27.01.2023;200;PC;1 066,94;FLEX shaft W-T L-116 VS30;27.01.2023;338180
179729;SK20;HARDEKK;13:05:03;5005491717;29.06.2023;16 800;PC;11 329,58;Rod adaptor_Gen2B_9x4_a0_neutr_0_t2;29.06.2023;59062
W000095710;SK20;JOB-BATCH;13:05:04;5004776082;27.01.2023;1 800;PC;9 675,58;FLEX shaft W-T L-134,5 V43x;27.01.2023;338180
W000035101;SK20;HARDEKK;13:05:10;5005491718;29.06.2023;12 000;PC;8 872,81;Rod adapter_Gen2V2_9x4_a5_LHD_16,8_t1,5;29.06.2023;59062
469816;SK20;KUDZIAJ;13:05:40;5005401115;06.06.2023;1 800;PC;41 282,77;Gear cover non electronic assy MAN;06.06.2023;4723
W000078356;SK20;ZYLAK;13:05:40;5004687017;05.01.2023;768;PC;21 053,21;Windshield locker;05.01.2023;167950
W000086345;SK20;ZYLAK;13:05:45;5004687018;05.01.2023;2 560;PC;74 054,55;Windshield locker BMW G21 RWS;05.01.2023;167950
W000049720;SK20;STAROWICZJ;13:05:47;5005497788;30.06.2023;13 608;PC;47 764,18;Motor housing VM4 206467;30.06.2023;31325
W000026780;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;840;PC;2 474,88;Brushcard VM4-R 2p 2L;03.07.2023;11343
W000037395;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;800;PC;1 539,72;Brushcard FLEX 2L+1C(0.47);03.07.2023;11343
W000040372;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;2 800;PC;16 452,63;Brushcard VM4c2p 3L+2C(1.0)+ PTH;03.07.2023;11343
W000051919;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;5 320;PC;39 998,15;Brushcard VM4c2p 2L+1C(0.47)+CV(1.0)+PTH;03.07.2023;11343
W000072687;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;2 800;PC;16 733,42;Brushcard VM4c2p 3L+2C(0.47);03.07.2023;11343
W000079423;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;2 400;PC;5 791,03;Brushcard FLEX 2L+1C(0.47)+1PTH;03.07.2023;11343
W000092467;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;5 440;PC;20 903,04;Brushcard VM4-R 4p 2L;03.07.2023;11343
W000095163;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;3 680;PC;28 837,22;Brushcard VMx4p 3L+2CV(1,5);03.07.2023;11343
W000097898;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;1 840;PC;13 511,58;Brushcard VMx4p 3L+1C(4.7)+1CV(1.5);03.07.2023;11343
W447832;SK20;KUDZIAJ;13:05:55;5005504390;03.07.2023;1 840;PC;13 496,58;Brushcard VMx4p 2L+1C(1.0)+1CV(1.5)+PTH;03.07.2023;11343
W000024370;SK20;SMAJEKI;13:06:25;5005062616;29.03.2023;3 360;PC;5 115,23;Retainer_L170_24/9_fi6/4,5_T2,0;29.03.2023;59062
53841237;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;20 000;PC;1 253,60;Sleeve  O-Ring Type;05.04.2023;173783
54115137;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;400;PC;3 178,06;Crank;05.04.2023;173783
54115197;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;240;PC;3 252,34;Crank;05.04.2023;173783
54841997;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;1 000;PC;520,08;Hose guide;05.04.2023;173783
54842567;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;156;PC;213,63;Cap;05.04.2023;173783
54843707;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;36 000;PC;5 515,92;Rain cap pivot shaft fi-12;05.04.2023;173783
54844087;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;288;PC;634,23;Cap;05.04.2023;173783
W000022389;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;90 000;PC;4 957,20;Lamina insulation x=11,2 White;05.04.2023;173783
W000027872;SK20;SLUSARCZYKD;13:06:27;5005101383;05.04.2023;90 000;PC;5 041,80;Lamina insulation x=9,5 Black;05.04.2023;173783
W000070515;SK20;STAROWICZJ;13:06:27;5005497790;30.06.2023;22 860;PC;26 409,37;Motor crank 25x5 R43 (7704);30.06.2023;29604
W000076724;SK20;KUDZIAJ;13:06:27;5005396062;05.06.2023;400;PC;199,67;Cover - Rain Protection;05.06.2023;171839
W000026291;SK20;SMAJEKI;13:06:37;5005791479;03.10.2023;27 500;PC;8 007,73;Blade nozzle clip PIN Daimler;03.10.2023;63286
W000085714;SK20;KUDZIAJ;13:06:48;5005504423;03.07.2023;640;PC;2 180,44;Pivot housing plast. D3P2 RHD PS;03.07.2023;163103
W000085723;SK20;KUDZIAJ;13:06:48;5005504423;03.07.2023;800;PC;2 819,40;Pivot housing plast. D3P2 RHD DS;03.07.2023;163103
W000029202S1;SK20;KUDZIAJ;13:06:49;5005401119;06.06.2023;200;PC;3 673,45;Frame Assembly;06.06.2023;7060
920806;SK20;SLUSARCZYKD;13:06:59;5005101384;05.04.2023;12 000;PC;3 735,24;Spacer;05.04.2023;29604
54115107;SK20;SLUSARCZYKD;13:06:59;5005101384;05.04.2023;2 900;PC;3 956,70;Crank;05.04.2023;29604
54115127;SK20;SLUSARCZYKD;13:06:59;5005101384;05.04.2023;70;PC;161,23;Crank;05.04.2023;29604
54300187;SK20;SLUSARCZYKD;13:06:59;5005101384;05.04.2023;36 000;PC;7 433,64;Bearing - Flanged;05.04.2023;29604
W000060966;SK20;STAROWICZJ;13:07:07;5005497801;30.06.2023;6 271;PC;11 606,73;Pivot shaft lever;30.06.2023;29604
W000041887;SK20;SLUSARCZYKD;13:07:13;5005101385;05.04.2023;1 600;PC;4 416,11;Crank DS LHD;05.04.2023;29604
W000041924;SK20;SLUSARCZYKD;13:07:13;5005101385;05.04.2023;1 697;PC;2 739,89;Crank;05.04.2023;29604
W000041980;SK20;SLUSARCZYKD;13:07:13;5005101385;05.04.2023;1 440;PC;1 955,54;Crank;05.04.2023;29604
W000048365;SK20;SLUSARCZYKD;13:07:13;5005101385;05.04.2023;450;PC;659,81;Crank;05.04.2023;29604
W000048590;SK20;SLUSARCZYKD;13:07:13;5005101385;05.04.2023;100;PC;463,70;Crank DS RHD;05.04.2023;29604
W000060966;SK20;SLUSARCZYKD;13:07:13;5005101385;05.04.2023;1 115;PC;2 063,71;Pivot shaft lever;05.04.2023;29604
W000048580;SK20;SLUSARCZYKD;13:07:28;5005101404;05.04.2023;2 500;PC;4 596,25;Crank PS;05.04.2023;29604
W000060958;SK20;SLUSARCZYKD;13:07:28;5005101404;05.04.2023;2 750;PC;4 756,40;Pivot shaft lever;05.04.2023;29604
W000077278;SK20;SLUSARCZYKD;13:07:28;5005101404;05.04.2023;80;PC;290,47;Crank LHD PS;05.04.2023;29604
W000028220S1;SK20;KUDZIAJ;13:07:33;5005401133;06.06.2023;900;PC;15 861,75;Frame Assembly;06.06.2023;7060
56104837;SK20;SMAJEKI;13:07:53;5005062631;29.03.2023;550;PC;1 067,56;Rod;29.03.2023;10182
W000005290;SK20;SMAJEKI;13:07:53;5005062631;29.03.2023;1 120;PC;2 968,00;rod_9x4_hook_483_X62_LHD PS;29.03.2023;10182
W000005294;SK20;SMAJEKI;13:07:53;5005062631;29.03.2023;1 470;PC;4 263,00;rod_9x4_hook_418_X62_LHD DS;29.03.2023;10182
W000088521;SK20;SMAJEKI;13:07:53;5005062631;29.03.2023;150;PC;445,17;rod hybrid_9x3_Gen2B_138_with_adapter_BR;29.03.2023;10182
W000091540;SK20;SMAJEKI;13:07:53;5005062631;29.03.2023;330;PC;762,64;Rod_9x4_Gen2D_360_C Sedan_LHD DS.;29.03.2023;10182
M0000599;SK20;STAROWICZJ;13:08:00;5005497803;30.06.2023;5 305;KG;63 323,57;wire 9x4 C42D-C48D tZnAl 5 k;30.06.2023;30366
W000031793S1;SK20;KUDZIAJ;13:08:00;5005401135;06.06.2023;1 050;PC;19 870,86;Frame Assembly;06.06.2023;7060
W000041151;SK20;HARDEKK;13:08:00;5005791480;03.10.2023;2 460;PC;103 216,07;Gear cover VM4R ACW;03.10.2023;9408
W000050623;SK20;HARDEKK;13:08:00;5005791480;03.10.2023;180;PC;7 795,74;Gear cover VM4R CW;03.10.2023;9408
W479595;SK20;HARDEKK;13:08:00;5005791480;03.10.2023;780;PC;33 510,61;Cover assy BR463 LHD 2019 soft;03.10.2023;9408
W479597;SK20;HARDEKK;13:08:00;5005791480;03.10.2023;150;PC;6 444,35;Cover assy BR463 RHD 2019 soft;03.10.2023;9408
W000070515;SK20;SLUSARCZYKD;13:08:03;5005101415;05.04.2023;31 125;PC;35 957,49;Motor crank 25x5 R43 (7704);05.04.2023;29604
W000026299;SK20;KUDZIAJ;13:08:04;5005504427;03.07.2023;1 728;PC;1 891,38;Cap;03.07.2023;52616
W000076006;SK20;KUDZIAJ;13:08:04;5005504427;03.07.2023;960;PC;868,11;Cap - Arm Head LHD DS;03.07.2023;52616
W000076127;SK20;KUDZIAJ;13:08:04;5005504427;03.07.2023;1 200;PC;1 795,21;Cap - Arm Head LHD PS;03.07.2023;52616
W000086351;SK20;KUDZIAJ;13:08:04;5005504427;03.07.2023;960;PC;11 449,37;Pivot Housing Striker Assy BMW G21 RWS;03.07.2023;52616
923195ZHO;SK20;ZYLAK;13:08:09;5004687028;05.01.2023;36 000;PC;28 916,64;Bellows;05.01.2023;109856
923196ZHO;SK20;ZYLAK;13:08:09;5004687028;05.01.2023;21 000;PC;19 385,10;Bellows;05.01.2023;109856
924382ZHO;SK20;ZYLAK;13:08:09;5004687028;05.01.2023;10 000;PC;8 471,90;Bellows;05.01.2023;109856
926354;SK20;SLUSARCZYKD;13:08:11;5005101416;05.04.2023;100 000;PC;14 852,00;Pin;05.04.2023;6817
926378;SK20;SLUSARCZYKD;13:08:16;5005101417;05.04.2023;102 400;PC;16 652,29;self-tapping screw M6x16,6 T30;05.04.2023;6817
916031;SK20;SLUSARCZYKD;13:08:23;5005101418;05.04.2023;448 000;PC;20 558,72;self-tapping screw M4x11 T20 VM4;05.04.2023;6817
58310077;SK20;SLUSARCZYKD;13:08:28;5005101419;05.04.2023;300 000;PC;5 358,00;Pin fi_2,0 L_6,5 black (BTM);05.04.2023;6817
W000024358;SK20;SLUSARCZYKD;13:08:34;5005101420;05.04.2023;100 800;PC;40 993,34;Step rivet fi 6.0/4.6 L-26.3;05.04.2023;6817
W000031795S1;SK20;KUDZIAJ;13:08:35;5005401139;06.06.2023;150;PC;2 744,73;Frame Assembly;06.06.2023;7060
W000028825;SK20;ZYLAK;13:08:40;5004687029;05.01.2023;9 450;PC;17 256,36;Adaptor Gen2V LHD;05.01.2023;30533
926138;SK20;SLUSARCZYKD;13:08:42;5005101421;05.04.2023;150 000;PC;16 920,00;Pin;05.04.2023;6817
915734;SK20;SLUSARCZYKD;13:08:49;5005101422;05.04.2023;11 700;PC;6 963,26;Rivet;05.04.2023;6817
W000076171;SK20;STAROWICZJ;13:08:49;5005497808;30.06.2023;4 000;PC;9 774,76;armhead lever Daimler BR247 LHD/RHD PS;30.06.2023;11532
914856;SK20;KUDZIAJ;13:08:50;5005504428;03.07.2023;1 000;PC;506,70;Rivet;03.07.2023;194613
W000095357;SK20;KUDZIAJ;13:08:50;5005504428;03.07.2023;2 000;PC;1 155,08;Rivet;03.07.2023;194613
911972;SK20;SLUSARCZYKD;13:08:55;5005101423;05.04.2023;30 400;PC;21 254,16;Rivet;05.04.2023;6817
W000054679;SK20;SLUSARCZYKD;13:09:03;5005101424;05.04.2023;3 200;PC;851,52;Slider;05.04.2023;5919
W000087113;SK20;ZYLAK;13:09:03;5004687031;05.01.2023;19 200;PC;5 540,74;UT adaptor;05.01.2023;170251
W000105871;SK20;ZYLAK;13:09:03;5004687031;05.01.2023;12 000;PC;6 232,20;T-MB adaptor;05.01.2023;170251
W000078360;SK20;SLUSARCZYKD;13:09:11;5005101425;05.04.2023;1 078;PC;4 432,92;BMW G31-G21 RWS Decoupling Disc;05.04.2023;5919
W000090067;SK20;SLUSARCZYKD;13:09:19;5005101426;05.04.2023;2 100;PC;1 011,86;SFTP slider LHD/RHD DS/PS;05.04.2023;5919
W000086890;SK20;SLUSARCZYKD;13:09:26;5005101427;05.04.2023;25 500;PC;9 163,68;Connector FB1 Gen2V plastic with ribs;05.04.2023;5919
W000018460;SK20;SLUSARCZYKD;13:09:35;5005101428;05.04.2023;30 000;PC;8 612,40;Connector FB1 Gen2V plastic;05.04.2023;5919
W000068783;SK20;ZYLAK;13:09:35;5004687063;05.01.2023;1 800;PC;14 934,04;Gear cover mech. bounding;05.01.2023;45881
W000050335;SK20;SLUSARCZYKD;13:09:43;5005101429;05.04.2023;10 400;PC;2 617,89;Slider;05.04.2023;5919
W000041703;SK20;SLUSARCZYKD;13:09:51;5005101430;05.04.2023;1 824;PC;6 897,33;Pivot shaft fi12x112,6 M10 r-s p-p;05.04.2023;5919
191400;SK20;ZYLAK;13:09:58;5004687064;05.01.2023;200;PC;1 614,12;Retainer_L135_15/7_fi5_T1,2;05.01.2023;3712
W000030722;SK20;JOB-BATCH;13:10:01;5005471021;24.06.2023;360;KG;32 682,24;Grease;24.06.2023;54841
W000024370;SK20;SLUSARCZYKD;13:10:02;5005101431;05.04.2023;3 360;PC;5 115,23;Retainer_L170_24/9_fi6/4,5_T2,0;05.04.2023;59062
W000028825;SK20;STAROWICZJ;13:10:02;5005497810;30.06.2023;9 450;PC;17 256,36;Adaptor Gen2V LHD;30.06.2023;30533
56103517;SK20;ZYLAK;13:10:03;5004687065;05.01.2023;2 000;PC;386,42;Plate;05.01.2023;3712
W000094174;SK20;JOB-BATCH;13:10:03;5005364524;29.05.2023;7 300;PC;8 941,55;Spline FB1 646 R4000 14N;29.05.2023;4879
W000091970;SK20;JOB-BATCH;13:10:14;5005388063;03.06.2023;456;PC;445,09;Arm Head Cap BR463 FWS;03.06.2023;52616
W000095710;SK20;JOB-BATCH;13:10:20;5004747431;20.01.2023;1 800;PC;9 675,58;FLEX shaft W-T L-134,5 V43x;20.01.2023;338180
W000068815;SK20;JOB-BATCH;13:10:21;5005611357;04.08.2023;14 490;PC;44 873,79;Attachment SFTP;04.08.2023;13881
54843277;SK20;JOB-BATCH;13:10:24;5005605581;31.07.2023;40 000;PC;30 289,60;Grommet;31.07.2023;31770
184441;SK20;JOB-BATCH;13:10:25;5005147216;15.04.2023;2 340;PC;6 059,03;Cap;15.04.2023;5909
W000022745;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;2 184;PC;6 297,76;Brushcard VM4-R 2p 2L;07.09.2023;11343
W000026780;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;2 016;PC;5 939,72;Brushcard VM4-R 2p 2L;07.09.2023;11343
W000037091;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;560;PC;2 823,87;ATB Brushcard VM4c2p 3L+2C(1.0);07.09.2023;11343
W000037395;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;800;PC;1 539,72;Brushcard FLEX 2L+1C(0.47);07.09.2023;11343
W000037397;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;12 000;PC;32 450,64;Brushcard FLEX 2L+3C(0.10);07.09.2023;11343
W000038990;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;3 200;PC;10 132,22;Brushcard FLEX 2L+1CV(0.47)+PTH;07.09.2023;11343
W000040372;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;5 600;PC;32 905,26;Brushcard VM4c2p 3L+2C(1.0)+ PTH;07.09.2023;11343
W000051919;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;5 600;PC;42 103,32;Brushcard VM4c2p 2L+1C(0.47)+CV(1.0)+PTH;07.09.2023;11343
W000066590;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;1 680;PC;8 467,99;ATB Brushcard VM4c2p 3L+2C(1.0);07.09.2023;11343
W000067337;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;168;PC;561,48;Brushcard VM4-R 2p 2L;07.09.2023;11343
W000068615;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;5 040;PC;17 854,75;Brushcard VM4-R 2p 2L;07.09.2023;11343
W000072687;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;2 800;PC;16 733,42;Brushcard VM4c2p 3L+2C(0.47);07.09.2023;11343
W000074561;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;2 240;PC;16 640,17;Brushcard VM4c2p 18s 3L+2C+PTH;07.09.2023;11343
W000079423;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;3 200;PC;7 721,38;Brushcard FLEX 2L+1C(0.47)+1PTH;07.09.2023;11343
W000092467;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;5 440;PC;21 414,40;Brushcard VM4-R 4p 2L;07.09.2023;11343
W000095163;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;5 520;PC;43 774,70;Brushcard VMx4p 3L+2CV(1,5);07.09.2023;11343
W000097898;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;1 840;PC;13 684,54;Brushcard VMx4p 3L+1C(4.7)+1CV(1.5);07.09.2023;11343
W241391;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;5 600;PC;19 018,27;Brushcard FLEX 2L+1CV(0.47)+PTH;07.09.2023;11343
W256713;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;1 680;PC;14 222,17;Brushcard VM4c2p 3L+1C(0.47)+2CV(1.5)+PT;07.09.2023;11343
W347551;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;4 000;PC;34 930,56;Brushcard VMx4p 3L+2CV(1.5)+PTH;07.09.2023;11343
W447832;SK20;JOB-BATCH;13:10:26;5005720844;07.09.2023;3 680;PC;27 339,09;Brushcard VMx4p 2L+1C(1.0)+1CV(1.5)+PTH;07.09.2023;11343
908463;SK20;JOB-BATCH;13:10:27;5005135694;13.04.2023;33 600;PC;915,94;Circlip;13.04.2023;48280
921925;SK20;JOB-BATCH;13:10:27;5005135694;13.04.2023;16 000;PC;676,80;Circlip;13.04.2023;48280
54671057;SK20;JOB-BATCH;13:10:27;5005611358;04.08.2023;1 575;PC;10 079,84;Pivot housing;04.08.2023;13881
W423007;SK20;JOB-BATCH;13:10:27;5005438997;16.06.2023;3 040;PC;11 897,89;Shaft Assy U06 PS;16.06.2023;5919
195543;SK20;JOB-BATCH;13:10:28;5005729493;11.09.2023;1 500;PC;1 170,00;C-bow_L65_fi3,6;11.09.2023;44104
80003727;SK20;JOB-BATCH;13:10:29;5005603776;28.07.2023;18 000;PC;17 040,96;Washing ramp LHD;28.07.2023;28510
80003737;SK20;JOB-BATCH;13:10:29;5005603776;28.07.2023;8 000;PC;7 573,76;Washing ramp RHD;28.07.2023;28510
W000041873;SK20;JOB-BATCH;13:10:29;5005603776;28.07.2023;41 920;PC;67 541,08;Gear wheel FLEX CAM A t_1-4 v_I a_173;28.07.2023;28510
W000061089;SK20;JOB-BATCH;13:10:29;5005603776;28.07.2023;22 720;PC;43 440,64;Gear wheel FLEX CAM A t_1-4 v_I a_172;28.07.2023;28510
W000076736;SK20;JOB-BATCH;13:10:29;5005603776;28.07.2023;320;PC;846,09;Gear wheel FLEX CAM A t_1-4 v_I a_91,8;28.07.2023;28510
W000078368;SK20;JOB-BATCH;13:10:29;5005603776;28.07.2023;640;PC;1 529,24;Gear wheel FLEX CAM A t_1-4 v_II a_91,8;28.07.2023;28510
W000079875;SK20;JOB-BATCH;13:10:29;5005438998;16.06.2023;2 240;PC;5 225,74;FORD H625 Cap- Arm Head LHD- DS/PS;16.06.2023;5919
W000099690;SK20;JOB-BATCH;13:10:29;5005603776;28.07.2023;40 320;PC;119 639,92;Shaft - Output Assy VM4C;28.07.2023;28510
W460374;SK20;JOB-BATCH;13:10:29;5005603776;28.07.2023;9 600;PC;15 820,61;Gear wheel FLEX CAM A t_- v_I a_172;28.07.2023;28510
179096;SK20;JOB-BATCH;13:10:31;5005438999;16.06.2023;400 000;PC;11 168,00;Retainer clip;16.06.2023;5919
W000026291;SK20;JOB-BATCH;13:10:31;5005135695;13.04.2023;25 000;PC;6 563,00;Blade nozzle clip PIN Daimler;13.04.2023;63286
54671047;SK20;JOB-BATCH;13:10:32;5005611359;04.08.2023;2 520;PC;22 105,14;Pivot housing;04.08.2023;13881
W000041703;SK20;JOB-BATCH;13:10:33;5005439000;16.06.2023;608;PC;2 301,48;Pivot shaft fi12x112,6 M10 r-s p-p;16.06.2023;5919
W000076309;SK20;JOB-BATCH;13:10:34;5005517003;05.07.2023;2 700;PC;4 544,29;Lead Frame;05.07.2023;11894
180920;SK20;JOB-BATCH;13:10:35;5005388064;03.06.2023;5 000;PC;4 346,45;Cap;03.06.2023;52616
W000027442;SK20;JOB-BATCH;13:10:36;5005266348;08.05.2023;115 000;PC;19 225,70;Washer Locking GRIFFAX;08.05.2023;4299
110507;SK20;JOB-BATCH;13:10:37;5005517004;05.07.2023;20;PC;668,79;Pivot;05.07.2023;31078
110746;SK20;JOB-BATCH;13:10:37;5005517004;05.07.2023;60;PC;4 344,65;CER 10nF 10% 0603 X7R 50V AVX 0603 Flexi;05.07.2023;31078
W000011411;SK20;JOB-BATCH;13:10:37;5005517004;05.07.2023;35;PC;883,80;Pivot housing sub-assy;05.07.2023;31078
W000011467;SK20;JOB-BATCH;13:10:37;5005517004;05.07.2023;35;PC;733,34;Pivot housing sub-assy;05.07.2023;31078
W000011516;SK20;JOB-BATCH;13:10:37;5005517004;05.07.2023;70;PC;1 621,73;Pivot housing sub-assy;05.07.2023;31078
W000084536;SK20;JOB-BATCH;13:10:39;5005439001;16.06.2023;30 000;PC;3 293,70;Retainer clip;16.06.2023;5919
W000037394;SK20;JOB-BATCH;13:10:40;5004908561;27.02.2023;2 400;PC;6 738,55;Brushcard FLEX 2L+1C(0.47)+1PTH;27.02.2023;11343
W000037397;SK20;JOB-BATCH;13:10:40;5004908561;27.02.2023;12 000;PC;32 021,40;Brushcard FLEX 2L+3C(0.10);27.02.2023;11343
W000038990;SK20;JOB-BATCH;13:10:40;5004908561;27.02.2023;800;PC;2 468,58;Brushcard FLEX 2L+1CV(0.47)+PTH;27.02.2023;11343
W000074561;SK20;JOB-BATCH;13:10:40;5004908561;27.02.2023;560;PC;4 098,97;Brushcard VM4c2p 18s 3L+2C+PTH;27.02.2023;11343
W000079423;SK20;JOB-BATCH;13:10:40;5004908561;27.02.2023;1 600;PC;3 731,73;Brushcard FLEX 2L+1C(0.47)+1PTH;27.02.2023;11343
W000095163;SK20;JOB-BATCH;13:10:40;5004908561;27.02.2023;1 840;PC;14 134,51;Brushcard VMx4p 3L+2CV(1,5);27.02.2023;11343
W000027442;SK20;JOB-BATCH;13:10:41;5005266349;08.05.2023;30 000;PC;5 015,40;Washer Locking GRIFFAX;08.05.2023;4299
W000031568;SK20;JOB-BATCH;13:10:41;5005439002;16.06.2023;800;PC;233,38;Blade clip FB Gen2V rev. LHD;16.06.2023;5919
W142010A1;SK20;JOB-BATCH;13:10:42;5005606814;01.08.2023;800;PC;3 077,56;Washer system F171 LHD DS;01.08.2023;270379
W142011A1;SK20;JOB-BATCH;13:10:42;5005606814;01.08.2023;800;PC;3 400,92;Washer system F171 LHD PS;01.08.2023;270379
W148592A1;SK20;JOB-BATCH;13:10:42;5005606814;01.08.2023;150;PC;576,27;Washer system F169 LHD DS.;01.08.2023;270379
W157007A1;SK20;JOB-BATCH;13:10:42;5005606814;01.08.2023;400;PC;1 556,13;Washer system F169 LHD PS;01.08.2023;270379
W169983A1;SK20;JOB-BATCH;13:10:42;5005606814;01.08.2023;150;PC;983,12;P16 LHD Assembled hose;01.08.2023;270379
W219594A1;SK20;JOB-BATCH;13:10:42;5005606814;01.08.2023;1 500;PC;14 174,73;Assembled hose  MAN;01.08.2023;270379
W219595A1;SK20;JOB-BATCH;13:10:42;5005606814;01.08.2023;400;PC;3 514,10;Assembled hose  MAN;01.08.2023;270379
W622872A1;SK20;JOB-BATCH;13:10:42;5005606814;01.08.2023;900;PC;1 773,64;Hose fi4,6 L120;01.08.2023;270379
W000107336;SK20;JOB-BATCH;13:10:45;5005360398;27.05.2023;2 280;PC;84 804,30;PCBA Ford C482 LHD;27.05.2023;273777
W219643;SK20;JOB-BATCH;13:10:45;5005820558;12.10.2023;1 500;PC;39 684,45;PCBA JLR L460 LHD;12.10.2023;230339
W758425;SK20;JOB-BATCH;13:10:45;5005360398;27.05.2023;1 920;PC;76 619,83;PCBA Ford V710 LHD;27.05.2023;273777
W758447;SK20;JOB-BATCH;13:10:45;5005360398;27.05.2023;1 200;PC;47 887,39;PCBA Ford V710 RHD;27.05.2023;273777
W000007842;SK20;JOB-BATCH;13:10:46;5005439003;16.06.2023;3 000;PC;2 534,82;End clip_FB2_R_RHD_clamp;16.06.2023;5919
M0000599;SK20;KUDZIAJ;13:10:49;5005607982;02.08.2023;10 432,500;KG;118 693,68;wire 9x4 C42D-C48D tZnAl 5 k;02.08.2023;30366
